Step	Volume(Å³)	Pressure(GPa)	MeanForce(eV/Å)	MaxForce(eV/Å)	Stress_xx(GPa)	Stress_yy(GPa)	Stress_zz(GPa)	TotalEnergy(eV)	Temperature(K)
1453	52.120312	1.509139	0.692368	0.945810	0.958453	2.052558	1.516406	-14.410323	544.22
1454	52.120312	1.908813	0.755738	1.102870	1.245177	2.635768	1.845494	-14.410060	477.56
1455	52.120312	2.295002	0.805672	1.231445	1.531393	3.205333	2.148279	-14.409813	413.15
1456	52.120312	2.619200	0.838460	1.322749	1.777593	3.695561	2.384445	-14.409620	358.66
1457	52.120312	2.842508	0.872504	1.371635	1.947965	4.051426	2.528133	-14.409508	320.15
1458	52.120312	2.942726	0.903593	1.376916	2.016837	4.239441	2.571902	-14.409485	301.26
1459	52.120312	2.914816	0.916707	1.341518	1.973229	4.247571	2.523646	-14.409544	302.87
1460	52.120312	2.770312	0.912839	1.271782	1.824751	4.084512	2.401674	-14.409666	323.31
1461	52.120312	2.534038	0.894626	1.176110	1.597326	3.776319	2.228470	-14.409829	358.89
1462	52.120312	2.239704	0.865102	1.081543	1.330852	3.360782	2.027479	-14.410014	404.51
1463	52.120312	1.925495	0.827848	0.998763	1.071650	2.882162	1.822674	-14.410203	454.32
1464	52.120312	1.629392	0.787850	0.897467	0.862400	2.386128	1.639647	-14.410376	502.34
1465	52.120312	1.384125	0.752528	0.986285	0.734667	1.917267	1.500441	-14.410509	543.13
1466	52.120312	1.214039	0.731352	1.097759	0.705241	1.514067	1.422810	-14.410578	572.53
1467	52.120312	1.134166	0.731924	1.190499	0.778536	1.209872	1.414091	-14.410579	588.30
1468	52.120312	1.146194	0.753973	1.257053	0.941750	1.027765	1.469066	-14.410514	590.32
1469	52.120312	1.236285	0.788428	1.291886	1.165752	0.972086	1.571017	-14.410397	580.52
1470	52.120312	1.381271	0.824026	1.292230	1.413422	1.033682	1.696708	-14.410258	562.32
1471	52.120312	1.548840	0.853641	1.258633	1.643067	1.186464	1.816990	-14.410126	539.86
1472	52.120312	1.705901	0.874671	1.195776	1.816115	1.395144	1.906443	-14.410019	517.14
1473	52.120312	1.828775	0.885921	1.153821	1.908047	1.629432	1.948848	-14.409948	497.42
1474	52.120312	1.904529	0.887346	1.207492	1.910027	1.861838	1.941723	-14.409918	482.89
1475	52.120312	1.927135	0.881449	1.235873	1.824709	2.066412	1.890283	-14.409924	474.49
1476	52.120312	1.904348	0.872498	1.236125	1.671415	2.230317	1.811313	-14.409963	472.03
1477	52.120312	1.850700	0.864989	1.206589	1.479260	2.347122	1.725718	-14.410022	474.36
1478	52.120312	1.783502	0.861610	1.148287	1.283433	2.413909	1.653166	-14.410092	479.67
1479	52.120312	1.717833	0.863020	1.091092	1.117286	2.430915	1.605299	-14.410161	485.86
1480	52.120312	1.661834	0.869746	1.234810	1.002310	2.398498	1.584695	-14.410218	490.87
1481	52.120312	1.625045	0.882580	1.390652	0.961041	2.318180	1.595915	-14.410247	493.06
1482	52.120312	1.612372	0.901412	1.542003	1.006365	2.195024	1.635727	-14.410243	491.60
1483	52.120312	1.622102	0.924080	1.674467	1.137806	2.034967	1.693533	-14.410207	486.63
1484	52.120312	1.651785	0.946765	1.777153	1.347802	1.850632	1.756921	-14.410158	479.13
1485	52.120312	1.699600	0.964259	1.841629	1.625490	1.659423	1.813887	-14.410113	470.50
1486	52.120312	1.749408	0.971126	1.859803	1.932398	1.462624	1.853201	-14.410086	462.04
1487	52.120312	1.793770	0.966020	1.828745	2.238503	1.270055	1.872753	-14.410086	454.50
1488	52.120312	1.833132	0.952451	1.751911	2.523268	1.101144	1.874982	-14.410106	447.90
1489	52.120312	1.873530	0.936779	1.638337	2.772629	0.979904	1.868059	-14.410131	441.66
1490	52.120312	1.924907	0.924597	1.501169	2.982500	0.931301	1.860919	-14.410134	435.16
1491	52.120312	1.984303	0.916903	1.351857	3.136617	0.955873	1.860420	-14.410112	428.32
1492	52.120312	2.046045	0.912902	1.203825	3.222781	1.045115	1.870240	-14.410061	421.81
1493	52.120312	2.101469	0.911510	1.108361	3.234481	1.180344	1.889581	-14.409995	417.14
1494	52.120312	2.137165	0.912281	1.144090	3.167759	1.331850	1.911886	-14.409927	416.28
1495	52.120312	2.143009	0.914703	1.155938	3.024143	1.474614	1.930268	-14.409875	421.27
1496	52.120312	2.109435	0.917497	1.142422	2.810405	1.583563	1.934339	-14.409848	433.68
1497	52.120312	2.027106	0.917336	1.105204	2.534177	1.635374	1.911766	-14.409857	454.32
1498	52.120312	1.893466	0.909247	1.086033	2.211795	1.615079	1.853524	-14.409909	482.88
1499	52.120312	1.711678	0.888838	1.056071	1.864967	1.516627	1.753441	-14.410003	517.75
1500	52.120312	1.494518	0.853779	1.062869	1.521791	1.346577	1.615187	-14.410138	555.97
1501	52.120312	1.265376	0.804738	1.082727	1.218575	1.121831	1.455722	-14.410299	593.42
1502	52.120312	1.057849	0.746039	1.077086	0.997953	0.875782	1.299812	-14.410469	625.15
1503	52.120312	0.907550	0.687156	1.044925	0.898835	0.645756	1.178060	-14.410616	646.09
1504	52.120312	0.844342	0.642806	0.988578	0.946563	0.466418	1.120044	-14.410712	651.88
1505	52.120312	0.887467	0.629230	0.912776	1.149622	0.367308	1.145470	-14.410731	639.75
1506	52.120312	1.044198	0.652749	0.843363	1.497286	0.370865	1.264444	-14.410662	609.31
1507	52.120312	1.303942	0.703451	0.956255	1.961436	0.481863	1.468527	-14.410508	562.85
1508	52.120312	1.641374	0.765396	1.063016	2.500859	0.692134	1.731128	-14.410289	505.23
1509	52.120312	2.017287	0.825856	1.143909	3.063690	0.974521	2.013650	-14.410046	443.25
1510	52.120312	2.383849	0.876012	1.229073	3.591204	1.286570	2.273772	-14.409819	384.48
1511	52.120312	2.694739	0.910000	1.354653	4.028278	1.578791	2.477148	-14.409638	336.02
1512	52.120312	2.909921	0.924669	1.446481	4.327290	1.803192	2.599281	-14.409522	303.62
1513	52.120312	3.002599	0.920012	1.498901	4.453833	1.924065	2.629900	-14.409479	290.95
1514	52.120312	2.961437	0.900404	1.507452	4.390549	1.924800	2.568962	-14.409515	299.33
1515	52.120312	2.791588	0.872693	1.469869	4.141082	1.810491	2.423192	-14.409625	327.56
1516	52.120312	2.514791	0.838490	1.386946	3.731720	1.606220	2.206434	-14.409794	372.13
1517	52.120312	2.166644	0.796587	1.262721	3.208599	1.351294	1.940040	-14.410003	427.60
1518	52.120312	1.792675	0.748791	1.104405	2.632856	1.091182	1.653987	-14.410224	487.37
1519	52.120312	1.441971	0.700310	0.922509	2.072459	0.869918	1.383537	-14.410431	544.43
1520	52.120312	1.158649	0.658669	0.732562	1.588417	0.719470	1.168061	-14.410594	592.32
1521	52.120312	0.973292	0.631402	0.707090	1.222694	0.656379	1.040802	-14.410691	625.98
1522	52.120312	0.902691	0.625813	0.772436	1.001001	0.683966	1.023108	-14.410708	642.40
1523	52.120312	0.944335	0.648123	0.841729	0.926392	0.789245	1.117367	-14.410646	641.05
1524	52.120312	1.080206	0.688829	0.962573	0.984930	0.948632	1.307057	-14.410518	623.80
1525	52.120312	1.280580	0.731795	1.064027	1.148797	1.131929	1.561015	-14.410349	594.52
1526	52.120312	1.509244	0.773686	1.132940	1.384899	1.306178	1.836653	-14.410174	558.30
1527	52.120312	1.732358	0.817744	1.161162	1.658326	1.445445	2.093304	-14.410020	520.44
1528	52.120312	1.923072	0.856748	1.145627	1.938587	1.531695	2.298933	-14.409908	485.65
1529	52.120312	2.062915	0.883689	1.206136	2.199555	1.558202	2.430988	-14.409847	457.36
1530	52.120312	2.145052	0.898289	1.249591	2.421848	1.531128	2.482181	-14.409833	437.50
1531	52.120312	2.172159	0.902935	1.258112	2.591902	1.465157	2.459418	-14.409858	426.53
1532	52.120312	2.154343	0.899850	1.230939	2.703350	1.382938	2.376740	-14.409912	423.69
1533	52.120312	2.104008	0.890653	1.168986	2.754114	1.306143	2.251766	-14.409982	427.36
1534	52.120312	2.034366	0.878077	1.075726	2.745688	1.254669	2.102742	-14.410062	435.34
1535	52.120312	1.953728	0.869696	1.200544	2.678030	1.238109	1.945046	-14.410135	445.23
1536	52.120312	1.873893	0.874984	1.344027	2.560659	1.265185	1.795837	-14.410185	454.85
1537	52.120312	1.801980	0.891685	1.482349	2.404845	1.334928	1.666166	-14.410204	462.65
1538	52.120312	1.744851	0.910679	1.604414	2.222105	1.443550	1.568898	-14.410196	468.00
1539	52.120312	1.712536	0.928918	1.701712	2.028570	1.591875	1.517162	-14.410168	471.07
1540	52.120312	1.699473	0.943968	1.764316	1.824221	1.758541	1.515658	-14.410135	472.60
1541	52.120312	1.696249	0.950002	1.784783	1.608063	1.919075	1.561611	-14.410117	473.51
1542	52.120312	1.692645	0.941701	1.762206	1.386437	2.050259	1.641241	-14.410128	474.26
1543	52.120312	1.689057	0.919514	1.701878	1.174292	2.147934	1.744944	-14.410158	474.65
1544	52.120312	1.698543	0.893507	1.614284	1.001981	2.222726	1.870922	-14.410185	473.96
1545	52.120312	1.726140	0.883585	1.513083	0.886799	2.281993	2.009630	-14.410191	471.60
1546	52.120312	1.769863	0.892734	1.412025	0.829133	2.323996	2.156461	-14.410165	467.54
1547	52.120312	1.822765	0.910290	1.324647	0.828297	2.344019	2.295980	-14.410105	462.68
1548	52.120312	1.863960	0.930133	1.257193	0.873002	2.323339	2.395537	-14.410029	458.85
1549	52.120312	1.878635	0.948237	1.211819	0.950587	2.248630	2.436688	-14.409969	458.23
1550	52.120312	1.864840	0.960766	1.188535	1.050006	2.127440	2.417073	-14.409944	462.60
1551	52.120312	1.823940	0.965045	1.188459	1.152888	1.972296	2.346636	-14.409957	472.73
1552	52.120312	1.762329	0.959874	1.211397	1.240186	1.805341	2.241460	-14.409996	488.30
1553	52.120312	1.675867	0.943622	1.250538	1.293246	1.632623	2.101733	-14.410063	508.06
1554	52.120312	1.562779	0.916958	1.298101	1.296255	1.460103	1.931979	-14.410140	530.05
1555	52.120312	1.433860	0.884049	1.345180	1.249348	1.306497	1.745735	-14.410219	551.90
1556	52.120312	1.303587	0.853585	1.382326	1.161624	1.189390	1.559746	-14.410299	571.10
1557	52.120312	1.195333	0.829914	1.400764	1.048135	1.134132	1.403730	-14.410376	585.11
1558	52.120312	1.131108	0.805456	1.394483	0.932434	1.159126	1.301765	-14.410444	591.45
1559	52.120312	1.129156	0.777428	1.361201	0.838094	1.276880	1.272495	-14.410488	588.01
1560	52.120312	1.202499	0.758944	1.301652	0.788977	1.491597	1.326924	-14.410499	573.41
1561	52.120312	1.354800	0.766789	1.220597	0.802616	1.794804	1.466979	-14.410463	547.33
1562	52.120312	1.580185	0.794208	1.125139	0.882241	2.174145	1.684170	-14.410369	510.96
1563	52.120312	1.861368	0.831395	1.046343	1.020386	2.605633	1.958086	-14.410227	467.18
1564	52.120312	2.169026	0.872261	1.097440	1.198933	3.052174	2.255972	-14.410056	420.33
1565	52.120312	2.466602	0.910251	1.123588	1.391843	3.466872	2.541091	-14.409884	375.64
1566	52.120312	2.716306	0.940019	1.179224	1.569967	3.803408	2.775541	-14.409736	338.41
1567	52.120312	2.887040	0.958432	1.273545	1.706876	4.022932	2.931314	-14.409626	313.32
1568	52.120312	2.954842	0.963830	1.331675	1.778078	4.095926	2.990522	-14.409564	303.92
1569	52.120312	2.906349	0.954937	1.351617	1.765826	4.008084	2.945137	-14.409554	312.24
1570	52.120312	2.740344	0.930126	1.332752	1.662741	3.762477	2.795814	-14.409602	338.65
1571	52.120312	2.469117	0.887528	1.275691	1.474840	3.380585	2.551927	-14.409711	381.68
1572	52.120312	2.118373	0.825988	1.182478	1.223890	2.898210	2.233019	-14.409884	437.85
1573	52.120312	1.726707	0.746741	1.057351	0.946576	2.363311	1.870235	-14.410114	501.74
1574	52.120312	1.339667	0.655692	0.970256	0.684183	1.830970	1.503848	-14.410373	566.25
1575	52.120312	1.004347	0.564206	0.880300	0.476542	1.354874	1.181625	-14.410620	623.46
1576	52.120312	0.765348	0.489478	0.778242	0.355024	0.988283	0.952736	-14.410810	665.84
1577	52.120312	0.654510	0.458599	0.692740	0.339056	0.771874	0.852600	-14.410903	687.64
1578	52.120312	0.685746	0.489578	0.658541	0.431084	0.728449	0.897706	-14.410876	686.03
1579	52.120312	0.852736	0.566011	0.694788	0.618235	0.859898	1.080077	-14.410736	661.73
1580	52.120312	1.127698	0.661603	0.810320	0.871876	1.143958	1.367259	-14.410509	618.87
1581	52.120312	1.466833	0.755108	0.945627	1.153864	1.537426	1.709207	-14.410240	564.19
1582	52.120312	1.819296	0.832747	1.063588	1.425062	1.983693	2.049134	-14.409980	505.74
1583	52.120312	2.136207	0.887128	1.154531	1.649159	2.423650	2.335812	-14.409768	451.44
1584	52.120312	2.380400	0.915717	1.213336	1.801920	2.807805	2.531476	-14.409633	407.82
1585	52.120312	2.528748	0.920430	1.238343	1.869416	3.099278	2.617550	-14.409588	379.11
1586	52.120312	2.573912	0.907788	1.230947	1.848398	3.277758	2.595580	-14.409625	366.87
1587	52.120312	2.523326	0.887723	1.195163	1.747648	3.338849	2.483481	-14.409725	370.16
1588	52.120312	2.397971	0.868067	1.137030	1.588950	3.294049	2.310913	-14.409863	386.05
1589	52.120312	2.224268	0.850587	1.064164	1.402748	3.160646	2.109411	-14.410016	410.37
1590	52.120312	2.032049	0.834565	0.985088	1.225259	2.962201	1.908685	-14.410164	438.40
1591	52.120312	1.847765	0.820777	0.946158	1.088761	2.720629	1.733904	-14.410292	465.56
1592	52.120312	1.692637	0.812334	1.122276	1.019211	2.455470	1.603230	-14.410382	487.88
1593	52.120312	1.583902	0.813876	1.291274	1.035980	2.186560	1.529165	-14.410418	502.61
1594	52.120312	1.530784	0.829186	1.441899	1.144133	1.930735	1.517483	-14.410397	508.61
1595	52.120312	1.532887	0.856606	1.563749	1.334745	1.703072	1.560845	-14.410330	506.45
1596	52.120312	1.580368	0.888658	1.649330	1.585532	1.514416	1.641155	-14.410230	498.16
1597	52.120312	1.654239	0.914725	1.691341	1.862123	1.363571	1.737023	-14.410124	486.71
1598	52.120312	1.733782	0.926388	1.685426	2.126616	1.247164	1.827567	-14.410036	475.31
1599	52.120312	1.802937	0.922058	1.633317	2.349277	1.166117	1.893415	-14.409983	466.62
1600	52.120312	1.850466	0.915254	1.542818	2.506501	1.122628	1.922270	-14.409961	462.33
1601	52.120312	1.869035	0.912257	1.423857	2.581585	1.117431	1.908090	-14.409970	463.11
1602	52.120312	1.854355	0.901997	1.290040	2.563199	1.146392	1.853473	-14.409997	468.72
1603	52.120312	1.811903	0.884432	1.159213	2.459214	1.203840	1.772654	-14.410039	478.29
1604	52.120312	1.748666	0.864025	1.144823	2.285243	1.277535	1.683222	-14.410087	490.48
1605	52.120312	1.673688	0.846458	1.138941	2.062080	1.355952	1.603033	-14.410137	503.76
1606	52.120312	1.602094	0.836688	1.113550	1.822936	1.436108	1.547240	-14.410185	516.58
1607	52.120312	1.541635	0.837878	1.076565	1.595994	1.505940	1.522973	-14.410223	527.50
1608	52.120312	1.493608	0.850988	1.190600	1.403516	1.554115	1.523194	-14.410244	535.44
1609	52.120312	1.455680	0.873618	1.325823	1.260367	1.568024	1.538649	-14.410249	539.76
1610	52.120312	1.428941	0.899313	1.460951	1.184075	1.539400	1.563348	-14.410237	540.37
1611	52.120312	1.414858	0.920723	1.578510	1.187004	1.469509	1.588062	-14.410214	537.67
1612	52.120312	1.413069	0.932481	1.665628	1.271607	1.363101	1.604498	-14.410192	532.32
1613	52.120312	1.428537	0.931690	1.713364	1.441419	1.235497	1.608696	-14.410188	524.85
1614	52.120312	1.467338	0.919711	1.717874	1.693024	1.109133	1.599858	-14.410201	515.35
1615	52.120312	1.527141	0.902054	1.677901	2.003927	0.996152	1.581346	-14.410229	503.39
1616	52.120312	1.611717	0.887833	1.596757	2.356244	0.914120	1.564787	-14.410257	488.15
1617	52.120312	1.728826	0.883260	1.482630	2.734765	0.884302	1.567412	-14.410268	468.84
1618	52.120312	1.880826	0.888684	1.347611	3.120269	0.922219	1.599989	-14.410238	445.30
1619	52.120312	2.057591	0.901377	1.203334	3.482869	1.026043	1.663862	-14.410162	418.53
1620	52.120312	2.243034	0.918807	1.061989	3.792262	1.183321	1.753520	-14.410045	390.92
1621	52.120312	2.414767	0.938367	1.114313	4.018153	1.368506	1.857641	-14.409904	366.10
1622	52.120312	2.547687	0.956965	1.161370	4.135333	1.546115	1.961614	-14.409764	348.38
1623	52.120312	2.614890	0.970740	1.195180	4.122262	1.678057	2.044351	-14.409651	342.07
1624	52.120312	2.596094	0.975041	1.247483	3.968717	1.736337	2.083229	-14.409595	350.57
1625	52.120312	2.478920	0.965099	1.259968	3.675087	1.703329	2.058343	-14.409613	375.58
1626	52.120312	2.264422	0.936813	1.228842	3.258062	1.576304	1.958901	-14.409714	416.48
1627	52.120312	1.967646	0.887755	1.153721	2.749078	1.368169	1.785692	-14.409892	470.10
1628	52.120312	1.619573	0.818035	1.037989	2.195846	1.107794	1.555078	-14.410124	530.94
1629	52.120312	1.261085	0.731183	0.888748	1.654944	0.830217	1.298093	-14.410374	591.85
1630	52.120312	0.940433	0.634616	0.743761	1.190340	0.575755	1.055203	-14.410610	645.03
1631	52.120312	0.706284	0.540511	0.686166	0.861916	0.385056	0.871881	-14.410791	683.26
1632	52.120312	0.593913	0.467138	0.690651	0.710748	0.285220	0.785770	-14.410889	700.96
1633	52.120312	0.622985	0.440027	0.763087	0.756804	0.293473	0.818679	-14.410885	695.15
1634	52.120312	0.791725	0.473306	0.882382	0.992378	0.411301	0.971496	-14.410779	665.98
1635	52.120312	1.077021	0.551171	1.018599	1.383239	0.623367	1.224457	-14.410582	616.80
1636	52.120312	1.444335	0.647928	1.144746	1.885032	0.907404	1.540568	-14.410324	553.77
1637	52.120312	1.847560	0.743049	1.240591	2.441352	1.230214	1.871116	-14.410043	484.94
1638	52.120312	2.236779	0.822892	1.293001	2.993433	1.549847	2.167057	-14.409784	419.08
1639	52.120312	2.563551	0.878305	1.318362	3.480703	1.823151	2.386798	-14.409586	364.28
1640	52.120312	2.788771	0.904625	1.414241	3.850663	2.010162	2.505487	-14.409473	326.78
1641	52.120312	2.888060	0.903267	1.467391	4.063602	2.083703	2.516874	-14.409457	310.16
1642	52.120312	2.856240	0.885828	1.474161	4.099185	2.037728	2.431806	-14.409536	314.95
1643	52.120312	2.705649	0.863153	1.433389	3.958564	1.888143	2.270240	-14.409693	338.73
1644	52.120312	2.465049	0.833247	1.347261	3.664810	1.669985	2.060353	-14.409899	376.63
1645	52.120312	2.172813	0.796723	1.221626	3.257916	1.428438	1.832085	-14.410119	422.23
1646	52.120312	1.871583	0.759400	1.065881	2.788249	1.209312	1.617189	-14.410316	468.67
1647	52.120312	1.604937	0.732296	0.892772	2.312264	1.055833	1.446715	-14.410464	509.77
1648	52.120312	1.406917	0.728032	1.004394	1.878096	0.994534	1.348123	-14.410543	540.86
1649	52.120312	1.295516	0.745845	1.136531	1.520007	1.031448	1.335094	-14.410547	559.41
1650	52.120312	1.273890	0.779376	1.241707	1.256717	1.155656	1.409297	-14.410486	565.13
1651	52.120312	1.329325	0.824751	1.314096	1.088373	1.343322	1.556280	-14.410377	559.80
1652	52.120312	1.437544	0.870138	1.350010	1.002416	1.560662	1.749554	-14.410251	546.62
1653	52.120312	1.568994	0.901607	1.348821	0.983057	1.769819	1.954107	-14.410131	529.41
1654	52.120312	1.696619	0.911746	1.313446	1.012092	1.940403	2.137362	-14.410033	511.85
1655	52.120312	1.798121	0.899686	1.250253	1.072544	2.048552	2.273268	-14.409969	496.96
1656	52.120312	1.858906	0.873796	1.168350	1.150237	2.079532	2.346949	-14.409943	486.71
1657	52.120312	1.876089	0.863781	1.148129	1.236611	2.032603	2.359052	-14.409950	481.94
1658	52.120312	1.853130	0.865725	1.182602	1.324987	1.917365	2.317036	-14.409983	482.48
1659	52.120312	1.796434	0.863196	1.179715	1.410127	1.752551	2.226625	-14.410039	487.29
1660	52.120312	1.721394	0.856693	1.137501	1.490451	1.565956	2.107777	-14.410109	494.66
1661	52.120312	1.647675	0.850193	1.058917	1.562168	1.393370	1.987488	-14.410177	502.49
1662	52.120312	1.590052	0.846751	1.090337	1.622423	1.264361	1.883374	-14.410234	508.72
1663	52.120312	1.555224	0.849818	1.225309	1.664417	1.196132	1.805122	-14.410271	511.61
1664	52.120312	1.544888	0.863437	1.377078	1.681960	1.197466	1.755238	-14.410273	510.16
1665	52.120312	1.556277	0.886653	1.527511	1.671625	1.267391	1.729813	-14.410239	504.28
1666	52.120312	1.585123	0.914859	1.660109	1.630870	1.397651	1.726849	-14.410181	494.92
1667	52.120312	1.631197	0.943730	1.761635	1.561711	1.581381	1.750498	-14.410119	483.70
1668	52.120312	1.690249	0.966907	1.823549	1.469381	1.804038	1.797327	-14.410069	472.39
1669	52.120312	1.750408	0.975057	1.838743	1.349091	2.038113	1.864020	-14.410049	462.34
1670	52.120312	1.801351	0.964219	1.806464	1.205285	2.256453	1.942315	-14.410069	454.07
1671	52.120312	1.842798	0.938036	1.732319	1.051614	2.448577	2.028203	-14.410109	447.06
1672	52.120312	1.884973	0.907681	1.626813	0.910065	2.621683	2.123173	-14.410145	440.23
1673	52.120312	1.940018	0.888428	1.501875	0.806575	2.781974	2.231504	-14.410160	432.61
1674	52.120312	2.007557	0.885827	1.369729	0.747332	2.924346	2.350992	-14.410142	423.86
1675	52.120312	2.088703	0.895391	1.245157	0.737257	3.048400	2.480452	-14.410084	414.63
1676	52.120312	2.167116	0.911569	1.186560	0.772034	3.133651	2.595664	-14.410000	406.68
1677	52.120312	2.220626	0.930135	1.182277	0.836473	3.156966	2.668441	-14.409915	402.50
1678	52.120312	2.234577	0.946863	1.141552	0.917906	3.106095	2.679729	-14.409849	404.64
1679	52.120312	2.202706	0.958071	1.067511	1.000507	2.980236	2.627375	-14.409816	415.09
1680	52.120312	2.121267	0.960913	1.120699	1.063614	2.784341	2.515846	-14.409816	434.91
1681	52.120312	1.988309	0.951811	1.134765	1.088601	2.527177	2.349149	-14.409862	464.06
1682	52.120312	1.802577	0.926963	1.105836	1.064520	2.215800	2.127412	-14.409956	501.13
1683	52.120312	1.574793	0.885429	1.035037	0.985252	1.873660	1.865467	-14.410093	543.23
1684	52.120312	1.324416	0.829080	1.041707	0.855430	1.530276	1.587542	-14.410262	586.17
1685	52.120312	1.082547	0.763124	1.028808	0.693666	1.225467	1.328507	-14.410448	624.74
1686	52.120312	0.888263	0.695371	0.993834	0.529748	1.003647	1.131394	-14.410616	653.32
1687	52.120312	0.776562	0.633673	0.938102	0.398028	0.900855	1.030803	-14.410733	666.85
1688	52.120312	0.775937	0.591546	0.865609	0.332372	0.942323	1.053116	-14.410774	661.77
1689	52.120312	0.901211	0.599511	0.782849	0.358337	1.137465	1.207830	-14.410722	636.87
1690	52.120312	1.146575	0.654008	0.841091	0.485137	1.473919	1.480668	-14.410583	593.66
1691	52.120312	1.490846	0.725249	0.938413	0.704805	1.926720	1.841015	-14.410375	536.37
1692	52.120312	1.894706	0.798024	1.017917	0.988401	2.452660	2.243057	-14.410130	471.35
1693	52.120312	2.310476	0.863332	1.076150	1.298086	2.999851	2.633490	-14.409886	406.12
1694	52.120312	2.686117	0.915149	1.182098	1.591776	3.506494	2.960081	-14.409676	348.27
1695	52.120312	2.974000	0.949395	1.304775	1.828474	3.913978	3.179548	-14.409521	304.47
1696	52.120312	3.137686	0.963547	1.392052	1.974834	4.173643	3.264582	-14.409432	279.72
1697	52.120312	3.155508	0.956170	1.439005	2.008714	4.252195	3.205615	-14.409416	276.96
1698	52.120312	3.022803	0.926847	1.441237	1.922800	4.136537	3.009073	-14.409480	296.73
1699	52.120312	2.753474	0.877381	1.396223	1.727686	3.836791	2.695944	-14.409626	337.06
1700	52.120312	2.379615	0.815092	1.304882	1.452829	3.386280	2.299734	-14.409846	393.38
1701	52.120312	1.950035	0.750378	1.172891	1.144726	2.838760	1.866619	-14.410119	458.82
1702	52.120312	1.522973	0.685026	1.012268	0.858642	2.260233	1.450045	-14.410405	524.97
1703	52.120312	1.158630	0.620947	0.843290	0.649913	1.720673	1.105305	-14.410655	583.07
1704	52.120312	0.906802	0.569269	0.698006	0.560070	1.280224	0.880113	-14.410822	625.50
1705	52.120312	0.797547	0.548697	0.751095	0.608185	0.977559	0.806896	-14.410873	647.13
1706	52.120312	0.837148	0.577511	0.872658	0.786616	0.833015	0.891814	-14.410802	646.33
1707	52.120312	1.004295	0.660553	0.973289	1.060809	0.841464	1.110611	-14.410624	625.13
1708	52.120312	1.262055	0.764896	1.045449	1.385493	0.978483	1.422189	-14.410378	588.76
1709	52.120312	1.561856	0.859872	1.083105	1.709394	1.205197	1.770977	-14.410112	544.52
1710	52.120312	1.851521	0.931355	1.094258	1.983040	1.473912	2.097611	-14.409875	500.37
1711	52.120312	2.083661	0.972984	1.165880	2.164417	1.736657	2.349908	-14.409709	463.41
1712	52.120312	2.226329	0.983094	1.200536	2.229033	1.957599	2.492355	-14.409634	438.68
1713	52.120312	2.265848	0.963797	1.197346	2.173245	2.112588	2.511711	-14.409654	428.51
1714	52.120312	2.208038	0.921134	1.158734	2.012158	2.194077	2.417879	-14.409754	432.35
1715	52.120312	2.077367	0.865492	1.090454	1.781018	2.211793	2.239290	-14.409911	447.22
1716	52.120312	1.908899	0.812123	1.001576	1.525428	2.185851	2.015416	-14.410091	468.42
1717	52.120312	1.738856	0.774787	0.904390	1.292519	2.138372	1.785677	-14.410258	490.54
1718	52.120312	1.599749	0.757257	0.848204	1.123905	2.090896	1.584447	-14.410389	508.46
1719	52.120312	1.508929	0.759260	1.045088	1.042351	2.051687	1.432750	-14.410467	518.19
1720	52.120312	1.480385	0.781743	1.259578	1.067749	2.022551	1.350856	-14.410472	517.44
1721	52.120312	1.517285	0.824014	1.468758	1.206913	2.001927	1.343015	-14.410403	506.11
1722	52.120312	1.610660	0.879355	1.655513	1.450751	1.982184	1.399046	-14.410281	486.28
1723	52.120312	1.751051	0.937193	1.809182	1.789381	1.966106	1.497666	-14.410128	461.71
1724	52.120312	1.899951	0.983720	1.915571	2.166435	1.923757	1.609661	-14.409976	437.07
1725	52.120312	2.021505	1.008344	1.962771	2.526209	1.827959	1.710345	-14.409864	416.96
1726	52.120312	2.091888	1.007946	1.945050	2.825156	1.669039	1.781468	-14.409821	404.78
1727	52.120312	2.104367	0.992502	1.864471	3.038189	1.461729	1.813182	-14.409849	401.93
1728	52.120312	2.065862	0.972734	1.731357	3.159500	1.235092	1.802993	-14.409924	407.69
1729	52.120312	1.997717	0.946650	1.562766	3.203374	1.030056	1.759721	-14.410006	419.93
1730	52.120312	1.923700	0.917043	1.377809	3.189563	0.885243	1.696293	-14.410077	436.13
1731	52.120312	1.843264	0.885737	1.190476	3.103484	0.802952	1.623357	-14.410132	454.01
1732	52.120312	1.769425	0.856854	1.023710	2.960063	0.788613	1.559599	-14.410165	471.75
1733	52.120312	1.709871	0.836274	1.035836	2.776335	0.832788	1.520491	-14.410172	488.27
1734	52.120312	1.665924	0.829394	1.068452	2.567817	0.922285	1.507669	-14.410169	503.19
1735	52.120312	1.635391	0.838415	1.086821	2.349470	1.039666	1.517038	-14.410154	516.64
1736	52.120312	1.607429	0.859817	1.086910	2.129261	1.155891	1.537135	-14.410134	529.12
1737	52.120312	1.567297	0.885861	1.134675	1.911696	1.242348	1.547849	-14.410120	541.27
1738	52.120312	1.502076	0.906945	1.260714	1.700236	1.271186	1.534807	-14.410122	553.52
1739	52.120312	1.413550	0.914165	1.365540	1.513174	1.232574	1.494900	-14.410147	565.79
1740	52.120312	1.310658	0.901919	1.435621	1.370387	1.132033	1.429555	-14.410198	577.30
1741	52.120312	1.210609	0.868452	1.462738	1.295214	0.988347	1.348267	-14.410277	586.39
